"Name","Key","Section","Italian","English","German","French","Notes","Status","Ready to sync"
"Contact.enquiry.eyebrow","Contact.enquiry.eyebrow","Contact","Richiesta","","","","AUDIT IT — 2026-09-03 | pagina: /it/contact | sezione: Contact.enquiry | tipo: occhiello
Italiano attuale (repository prima del pass): ""Richiesta""
Testo conservato dopo revisione; nessuna riscrittura necessaria o informazione nuova introdotta.
Riga Notion esistente: https://app.notion.com/3cb7a757f8ff81c0a2fbc754e6bf9a56
Key presente anche in messages/en.json, messages/de.json e messages/fr.json. Nessuna traduzione propagata; celle lingua Notion preservate (vuote se assenti).","Needs review","false"
"Contact.enquiry.title","Contact.enquiry.title","Contact","I dettagli che contano","","","","AUDIT IT — 2026-09-03 | pagina: /it/contact | sezione: Contact.enquiry | tipo: titolo
Italiano attuale (repository prima del pass): ""Inizia dai dettagli che contano""
Eliminato l’avvio generico «Inizia dai»; mantenuto il concetto dei dettagli importanti. Prima tre righe a 2560px. Nessuna modifica al modulo.
Verifica browser (font/layout originali): /it/contact 390px: 2 righe; /it/contact 834px: 1 righe; /it/contact 1024px: 2 righe; /it/contact 1366px: 2 righe; /it/contact 1440px: 2 righe; /it/contact 1680px: 2 righe; /it/contact 1920px: 2 righe; /it/contact 2560px: 2 righe.
Riga Notion esistente: https://app.notion.com/3cb7a757f8ff815697ddfa8bf14fd914
Key presente anche in messages/en.json, messages/de.json e messages/fr.json. Nessuna traduzione propagata; celle lingua Notion preservate (vuote se assenti).","Needs review","false"
"Contact.enquiry.titleLineOne","Contact.enquiry.titleLineOne","Contact","I dettagli","","","","AUDIT IT — 2026-09-03 | pagina: /it/contact | sezione: Contact.enquiry | tipo: frammento titolo
Italiano attuale (repository prima del pass): ""Inizia dai dettagli""
Frammento del titolo Contact.enquiry.title; approvare e sincronizzare insieme a title/titleLineOne/titleLineTwo. Eliminato l’avvio generico «Inizia dai»; mantenuto il concetto dei dettagli importanti. Prima tre righe a 2560px. Nessuna modifica al modulo.
Verifica browser (font/layout originali): /it/contact 390px: 2 righe; /it/contact 834px: 1 righe; /it/contact 1024px: 2 righe; /it/contact 1366px: 2 righe; /it/contact 1440px: 2 righe; /it/contact 1680px: 2 righe; /it/contact 1920px: 2 righe; /it/contact 2560px: 2 righe.
Riga Notion esistente: https://app.notion.com/3cb7a757f8ff81f2a2b8c79c0433fe20
DIVERGENZA PREESISTENTE — Italiano in Notion: ""Inizia"". La base di questo pass è il repository italiano; verificare con Manu prima di sovrascrivere.
Key presente anche in messages/en.json, messages/de.json e messages/fr.json. Nessuna traduzione propagata; celle lingua Notion preservate (vuote se assenti).","Needs review","false"
"Contact.enquiry.titleLineTwo","Contact.enquiry.titleLineTwo","Contact","che contano","","","","AUDIT IT — 2026-09-03 | pagina: /it/contact | sezione: Contact.enquiry | tipo: frammento titolo
Italiano attuale (repository prima del pass): ""che contano""
Frammento del titolo Contact.enquiry.title; approvare e sincronizzare insieme a title/titleLineOne/titleLineTwo. Eliminato l’avvio generico «Inizia dai»; mantenuto il concetto dei dettagli importanti. Prima tre righe a 2560px. Nessuna modifica al modulo.
Verifica browser (font/layout originali): /it/contact 390px: 2 righe; /it/contact 834px: 1 righe; /it/contact 1024px: 2 righe; /it/contact 1366px: 2 righe; /it/contact 1440px: 2 righe; /it/contact 1680px: 2 righe; /it/contact 1920px: 2 righe; /it/contact 2560px: 2 righe.
Riga Notion esistente: https://app.notion.com/3cb7a757f8ff8188b0d5c69b09b4d635
DIVERGENZA PREESISTENTE — Italiano in Notion: ""dai dettagli che contano"". La base di questo pass è il repository italiano; verificare con Manu prima di sovrascrivere.
Key presente anche in messages/en.json, messages/de.json e messages/fr.json. Nessuna traduzione propagata; celle lingua Notion preservate (vuote se assenti).","Needs review","false"
"Contact.enquiry.body","Contact.enquiry.body","Contact","Condividi le date che stai valutando e ciò che vorresti sapere. Ti risponderemo personalmente.","","","","AUDIT IT — 2026-09-03 | pagina: /it/contact | sezione: Contact.enquiry | tipo: testo
Italiano attuale (repository prima del pass): ""Condividi le date che stai valutando e ciò che vorresti sapere. Ti risponderemo personalmente.""
Testo conservato dopo revisione; nessuna riscrittura necessaria o informazione nuova introdotta.
Riga Notion esistente: https://app.notion.com/3cb7a757f8ff816c90f5fa1701c5cde8
DIVERGENZA PREESISTENTE — Italiano in Notion: ""Il canale definitivo e i contatti saranno collegati in una fase successiva e controllata."". La base di questo pass è il repository italiano; verificare con Manu prima di sovrascrivere.
Key presente anche in messages/en.json, messages/de.json e messages/fr.json. Nessuna traduzione propagata; celle lingua Notion preservate (vuote se assenti).","Needs review","false"
"Contact.enquiry.fields.name","Contact.enquiry.fields.name","Contact","Nome","","","","AUDIT IT — 2026-09-03 | pagina: /it/contact | sezione: Contact.enquiry.fields | tipo: etichetta
Italiano attuale (repository prima del pass): ""Nome""
Testo conservato dopo revisione; nessuna riscrittura necessaria o informazione nuova introdotta.
Copy funzionale preservato: validazione, limiti e invio non modificati.
Riga Notion esistente: https://app.notion.com/3cb7a757f8ff8142b2bafc98d4d59ba6
Key presente anche in messages/en.json, messages/de.json e messages/fr.json. Nessuna traduzione propagata; celle lingua Notion preservate (vuote se assenti).","Needs review","false"
"Contact.enquiry.fields.email","Contact.enquiry.fields.email","Contact","Email","","","","AUDIT IT — 2026-09-03 | pagina: /it/contact | sezione: Contact.enquiry.fields | tipo: etichetta
Italiano attuale (repository prima del pass): ""Email""
Testo conservato dopo revisione; nessuna riscrittura necessaria o informazione nuova introdotta.
Copy funzionale preservato: validazione, limiti e invio non modificati.
Riga Notion esistente: https://app.notion.com/3cb7a757f8ff81ad9d68dfd6fc25fb9d
Key presente anche in messages/en.json, messages/de.json e messages/fr.json. Nessuna traduzione propagata; celle lingua Notion preservate (vuote se assenti).","Needs review","false"
"Contact.enquiry.fields.arrival","Contact.enquiry.fields.arrival","Contact","Arrivo","","","","AUDIT IT — 2026-09-03 | pagina: /it/contact | sezione: Contact.enquiry.fields | tipo: etichetta
Italiano attuale (repository prima del pass): ""Arrivo""
Testo conservato dopo revisione; nessuna riscrittura necessaria o informazione nuova introdotta.
Verifica browser (font/layout originali): /it/contact 390px: 1 righe; /it/contact 834px: 1 righe; /it/contact 1024px: 1 righe; /it/contact 1366px: 1 righe; /it/contact 1440px: 1 righe; /it/contact 1680px: 1 righe; /it/contact 1920px: 1 righe; /it/contact 2560px: 1 righe.
Copy funzionale preservato: validazione, limiti e invio non modificati.
NUOVA CHIAVE rispetto alle 189 righe Notion ispezionate: creare solo dopo controllo Key.
Key presente anche in messages/en.json, messages/de.json e messages/fr.json. Nessuna traduzione propagata; celle lingua Notion preservate (vuote se assenti).","Needs review","false"
"Contact.enquiry.fields.departure","Contact.enquiry.fields.departure","Contact","Partenza","","","","AUDIT IT — 2026-09-03 | pagina: /it/contact | sezione: Contact.enquiry.fields | tipo: etichetta
Italiano attuale (repository prima del pass): ""Partenza""
Testo conservato dopo revisione; nessuna riscrittura necessaria o informazione nuova introdotta.
Copy funzionale preservato: validazione, limiti e invio non modificati.
NUOVA CHIAVE rispetto alle 189 righe Notion ispezionate: creare solo dopo controllo Key.
Key presente anche in messages/en.json, messages/de.json e messages/fr.json. Nessuna traduzione propagata; celle lingua Notion preservate (vuote se assenti).","Needs review","false"
"Contact.enquiry.fields.message","Contact.enquiry.fields.message","Contact","Cosa vorresti sapere?","","","","AUDIT IT — 2026-09-03 | pagina: /it/contact | sezione: Contact.enquiry.fields | tipo: etichetta
Italiano attuale (repository prima del pass): ""Cosa vorresti sapere?""
Testo conservato dopo revisione; nessuna riscrittura necessaria o informazione nuova introdotta.
Copy funzionale preservato: validazione, limiti e invio non modificati.
Riga Notion esistente: https://app.notion.com/3cb7a757f8ff81d39b1be41e74f06230
Key presente anche in messages/en.json, messages/de.json e messages/fr.json. Nessuna traduzione propagata; celle lingua Notion preservate (vuote se assenti).","Needs review","false"
"Contact.enquiry.actions.submit","Contact.enquiry.actions.submit","Contact","Invia richiesta","","","","AUDIT IT — 2026-09-03 | pagina: /it/contact | sezione: Contact.enquiry.actions | tipo: CTA
Italiano attuale (repository prima del pass): ""Invia richiesta""
Testo conservato dopo revisione; nessuna riscrittura necessaria o informazione nuova introdotta.
Copy funzionale preservato: validazione, limiti e invio non modificati.
NUOVA CHIAVE rispetto alle 189 righe Notion ispezionate: creare solo dopo controllo Key.
Key presente anche in messages/en.json, messages/de.json e messages/fr.json. Nessuna traduzione propagata; celle lingua Notion preservate (vuote se assenti).","Needs review","false"
"Contact.enquiry.actions.sending","Contact.enquiry.actions.sending","Contact","Invio richiesta","","","","AUDIT IT — 2026-09-03 | pagina: /it/contact | sezione: Contact.enquiry.actions | tipo: etichetta
Italiano attuale (repository prima del pass): ""Invio richiesta""
Testo conservato dopo revisione; nessuna riscrittura necessaria o informazione nuova introdotta.
Copy funzionale preservato: validazione, limiti e invio non modificati.
NUOVA CHIAVE rispetto alle 189 righe Notion ispezionate: creare solo dopo controllo Key.
Key presente anche in messages/en.json, messages/de.json e messages/fr.json. Nessuna traduzione propagata; celle lingua Notion preservate (vuote se assenti).","Needs review","false"
"Contact.enquiry.status.sending","Contact.enquiry.status.sending","Contact","La tua richiesta è in fase di invio…","","","","AUDIT IT — 2026-09-03 | pagina: /it/contact | sezione: Contact.enquiry.status | tipo: messaggio funzionale/accessibilità
Italiano attuale (repository prima del pass): ""La tua richiesta è in fase di invio…""
Testo conservato dopo revisione; nessuna riscrittura necessaria o informazione nuova introdotta.
Copy funzionale preservato: validazione, limiti e invio non modificati.
NUOVA CHIAVE rispetto alle 189 righe Notion ispezionate: creare solo dopo controllo Key.
Key presente anche in messages/en.json, messages/de.json e messages/fr.json. Nessuna traduzione propagata; celle lingua Notion preservate (vuote se assenti).","Needs review","false"
"Contact.enquiry.status.success","Contact.enquiry.status.success","Contact","Grazie. La tua richiesta è stata inviata a The Ranco Bay.","","","","AUDIT IT — 2026-09-03 | pagina: /it/contact | sezione: Contact.enquiry.status | tipo: messaggio funzionale/accessibilità
Italiano attuale (repository prima del pass): ""Grazie. La tua richiesta è stata inviata a The Ranco Bay.""
Testo conservato dopo revisione; nessuna riscrittura necessaria o informazione nuova introdotta.
Copy funzionale preservato: validazione, limiti e invio non modificati.
NUOVA CHIAVE rispetto alle 189 righe Notion ispezionate: creare solo dopo controllo Key.
Key presente anche in messages/en.json, messages/de.json e messages/fr.json. Nessuna traduzione propagata; celle lingua Notion preservate (vuote se assenti).","Needs review","false"
"Contact.enquiry.status.error","Contact.enquiry.status.error","Contact","Non è stato possibile inviare la richiesta. Riprova.","","","","AUDIT IT — 2026-09-03 | pagina: /it/contact | sezione: Contact.enquiry.status | tipo: messaggio funzionale/accessibilità
Italiano attuale (repository prima del pass): ""Non è stato possibile inviare la richiesta. Riprova.""
Testo conservato dopo revisione; nessuna riscrittura necessaria o informazione nuova introdotta.
Copy funzionale preservato: validazione, limiti e invio non modificati.
NUOVA CHIAVE rispetto alle 189 righe Notion ispezionate: creare solo dopo controllo Key.
Key presente anche in messages/en.json, messages/de.json e messages/fr.json. Nessuna traduzione propagata; celle lingua Notion preservate (vuote se assenti).","Needs review","false"
"Contact.enquiry.status.rateLimit","Contact.enquiry.status.rateLimit","Contact","Sono state inviate troppe richieste da questa connessione. Attendi qualche minuto e riprova.","","","","AUDIT IT — 2026-09-03 | pagina: /it/contact | sezione: Contact.enquiry.status | tipo: messaggio funzionale/accessibilità
Italiano attuale (repository prima del pass): ""Sono state inviate troppe richieste da questa connessione. Attendi qualche minuto e riprova.""
Testo conservato dopo revisione; nessuna riscrittura necessaria o informazione nuova introdotta.
Copy funzionale preservato: validazione, limiti e invio non modificati.
NUOVA CHIAVE rispetto alle 189 righe Notion ispezionate: creare solo dopo controllo Key.
Key presente anche in messages/en.json, messages/de.json e messages/fr.json. Nessuna traduzione propagata; celle lingua Notion preservate (vuote se assenti).","Needs review","false"
"Contact.enquiry.validation.nameRequired","Contact.enquiry.validation.nameRequired","Contact","Inserisci il tuo nome.","","","","AUDIT IT — 2026-09-03 | pagina: /it/contact | sezione: Contact.enquiry.validation | tipo: messaggio funzionale/accessibilità
Italiano attuale (repository prima del pass): ""Inserisci il tuo nome.""
Testo conservato dopo revisione; nessuna riscrittura necessaria o informazione nuova introdotta.
Copy funzionale preservato: validazione, limiti e invio non modificati.
NUOVA CHIAVE rispetto alle 189 righe Notion ispezionate: creare solo dopo controllo Key.
Key presente anche in messages/en.json, messages/de.json e messages/fr.json. Nessuna traduzione propagata; celle lingua Notion preservate (vuote se assenti).","Needs review","false"
"Contact.enquiry.validation.nameTooLong","Contact.enquiry.validation.nameTooLong","Contact","Limita il nome a 120 caratteri.","","","","AUDIT IT — 2026-09-03 | pagina: /it/contact | sezione: Contact.enquiry.validation | tipo: messaggio funzionale/accessibilità
Italiano attuale (repository prima del pass): ""Limita il nome a 120 caratteri.""
Testo conservato dopo revisione; nessuna riscrittura necessaria o informazione nuova introdotta.
Copy funzionale preservato: validazione, limiti e invio non modificati.
NUOVA CHIAVE rispetto alle 189 righe Notion ispezionate: creare solo dopo controllo Key.
Key presente anche in messages/en.json, messages/de.json e messages/fr.json. Nessuna traduzione propagata; celle lingua Notion preservate (vuote se assenti).","Needs review","false"
"Contact.enquiry.validation.emailRequired","Contact.enquiry.validation.emailRequired","Contact","Inserisci il tuo indirizzo email.","","","","AUDIT IT — 2026-09-03 | pagina: /it/contact | sezione: Contact.enquiry.validation | tipo: messaggio funzionale/accessibilità
Italiano attuale (repository prima del pass): ""Inserisci il tuo indirizzo email.""
Testo conservato dopo revisione; nessuna riscrittura necessaria o informazione nuova introdotta.
Copy funzionale preservato: validazione, limiti e invio non modificati.
NUOVA CHIAVE rispetto alle 189 righe Notion ispezionate: creare solo dopo controllo Key.
Key presente anche in messages/en.json, messages/de.json e messages/fr.json. Nessuna traduzione propagata; celle lingua Notion preservate (vuote se assenti).","Needs review","false"
"Contact.enquiry.validation.emailInvalid","Contact.enquiry.validation.emailInvalid","Contact","Inserisci un indirizzo email valido.","","","","AUDIT IT — 2026-09-03 | pagina: /it/contact | sezione: Contact.enquiry.validation | tipo: messaggio funzionale/accessibilità
Italiano attuale (repository prima del pass): ""Inserisci un indirizzo email valido.""
Testo conservato dopo revisione; nessuna riscrittura necessaria o informazione nuova introdotta.
Copy funzionale preservato: validazione, limiti e invio non modificati.
NUOVA CHIAVE rispetto alle 189 righe Notion ispezionate: creare solo dopo controllo Key.
Key presente anche in messages/en.json, messages/de.json e messages/fr.json. Nessuna traduzione propagata; celle lingua Notion preservate (vuote se assenti).","Needs review","false"
"Contact.enquiry.validation.emailTooLong","Contact.enquiry.validation.emailTooLong","Contact","Limita l'indirizzo email a 254 caratteri.","","","","AUDIT IT — 2026-09-03 | pagina: /it/contact | sezione: Contact.enquiry.validation | tipo: messaggio funzionale/accessibilità
Italiano attuale (repository prima del pass): ""Limita l'indirizzo email a 254 caratteri.""
Testo conservato dopo revisione; nessuna riscrittura necessaria o informazione nuova introdotta.
Copy funzionale preservato: validazione, limiti e invio non modificati.
NUOVA CHIAVE rispetto alle 189 righe Notion ispezionate: creare solo dopo controllo Key.
Key presente anche in messages/en.json, messages/de.json e messages/fr.json. Nessuna traduzione propagata; celle lingua Notion preservate (vuote se assenti).","Needs review","false"
"Contact.enquiry.validation.messageRequired","Contact.enquiry.validation.messageRequired","Contact","Dicci cosa vorresti sapere.","","","","AUDIT IT — 2026-09-03 | pagina: /it/contact | sezione: Contact.enquiry.validation | tipo: messaggio funzionale/accessibilità
Italiano attuale (repository prima del pass): ""Dicci cosa vorresti sapere.""
Testo conservato dopo revisione; nessuna riscrittura necessaria o informazione nuova introdotta.
Copy funzionale preservato: validazione, limiti e invio non modificati.
NUOVA CHIAVE rispetto alle 189 righe Notion ispezionate: creare solo dopo controllo Key.
Key presente anche in messages/en.json, messages/de.json e messages/fr.json. Nessuna traduzione propagata; celle lingua Notion preservate (vuote se assenti).","Needs review","false"
"Contact.enquiry.validation.messageTooLong","Contact.enquiry.validation.messageTooLong","Contact","Limita il messaggio a 4.000 caratteri.","","","","AUDIT IT — 2026-09-03 | pagina: /it/contact | sezione: Contact.enquiry.validation | tipo: messaggio funzionale/accessibilità
Italiano attuale (repository prima del pass): ""Limita il messaggio a 4.000 caratteri.""
Testo conservato dopo revisione; nessuna riscrittura necessaria o informazione nuova introdotta.
Copy funzionale preservato: validazione, limiti e invio non modificati.
NUOVA CHIAVE rispetto alle 189 righe Notion ispezionate: creare solo dopo controllo Key.
Key presente anche in messages/en.json, messages/de.json e messages/fr.json. Nessuna traduzione propagata; celle lingua Notion preservate (vuote se assenti).","Needs review","false"
"Contact.enquiry.validation.dateInvalid","Contact.enquiry.validation.dateInvalid","Contact","Scegli una data valida.","","","","AUDIT IT — 2026-09-03 | pagina: /it/contact | sezione: Contact.enquiry.validation | tipo: messaggio funzionale/accessibilità
Italiano attuale (repository prima del pass): ""Scegli una data valida.""
Testo conservato dopo revisione; nessuna riscrittura necessaria o informazione nuova introdotta.
Copy funzionale preservato: validazione, limiti e invio non modificati.
NUOVA CHIAVE rispetto alle 189 righe Notion ispezionate: creare solo dopo controllo Key.
Key presente anche in messages/en.json, messages/de.json e messages/fr.json. Nessuna traduzione propagata; celle lingua Notion preservate (vuote se assenti).","Needs review","false"
"Contact.enquiry.validation.dateOrder","Contact.enquiry.validation.dateOrder","Contact","La partenza non può precedere l'arrivo.","","","","AUDIT IT — 2026-09-03 | pagina: /it/contact | sezione: Contact.enquiry.validation | tipo: messaggio funzionale/accessibilità
Italiano attuale (repository prima del pass): ""La partenza non può precedere l'arrivo.""
Testo conservato dopo revisione; nessuna riscrittura necessaria o informazione nuova introdotta.
Copy funzionale preservato: validazione, limiti e invio non modificati.
NUOVA CHIAVE rispetto alle 189 righe Notion ispezionate: creare solo dopo controllo Key.
Key presente anche in messages/en.json, messages/de.json e messages/fr.json. Nessuna traduzione propagata; celle lingua Notion preservate (vuote se assenti).","Needs review","false"
"Contact.details.eyebrow","Contact.details.eyebrow","Contact","Informazioni di contatto","","","","AUDIT IT — 2026-09-03 | pagina: /it/contact | sezione: Contact.details | tipo: occhiello
Italiano attuale (repository prima del pass): ""Informazioni di contatto""
Testo conservato dopo revisione; nessuna riscrittura necessaria o informazione nuova introdotta.
Riga Notion esistente: https://app.notion.com/3cb7a757f8ff815bb0c7ce8904724cd2
Key presente anche in messages/en.json, messages/de.json e messages/fr.json. Nessuna traduzione propagata; celle lingua Notion preservate (vuote se assenti).","Needs review","false"
"Contact.details.title","Contact.details.title","Contact","The Ranco Bay a Ranco","","","","AUDIT IT — 2026-09-03 | pagina: /it/contact | sezione: Contact.details | tipo: titolo
Italiano attuale (repository prima del pass): ""The Ranco Bay a Ranco""
Testo conservato dopo revisione; nessuna riscrittura necessaria o informazione nuova introdotta.
Verifica browser (font/layout originali): /it/contact 390px: 2 righe; /it/contact 834px: 1 righe; /it/contact 1024px: 2 righe; /it/contact 1366px: 2 righe; /it/contact 1440px: 2 righe; /it/contact 1680px: 2 righe; /it/contact 1920px: 2 righe; /it/contact 2560px: 2 righe.
Riga Notion esistente: https://app.notion.com/3cb7a757f8ff815eb371d72ad84ccf90
Key presente anche in messages/en.json, messages/de.json e messages/fr.json. Nessuna traduzione propagata; celle lingua Notion preservate (vuote se assenti).","Needs review","false"
"Contact.details.body","Contact.details.body","Contact","I contatti pubblici saranno confermati prima del lancio.","","","","AUDIT IT — 2026-09-03 | pagina: /it/contact | sezione: Contact.details | tipo: testo
Italiano attuale (repository prima del pass): ""I contatti pubblici saranno confermati prima del lancio.""
Testo conservato dopo revisione; nessuna riscrittura necessaria o informazione nuova introdotta.
Contatti pubblici ancora da confermare; il form email è già operativo. Francesco/Manu devono decidere quali contatti rendere pubblici.
Riga Notion esistente: https://app.notion.com/3cb7a757f8ff81099295c3f1f08313b0
Key presente anche in messages/en.json, messages/de.json e messages/fr.json. Nessuna traduzione propagata; celle lingua Notion preservate (vuote se assenti).","Needs review","false"
"Contact.details.addressLabel","Contact.details.addressLabel","Contact","Zona","","","","AUDIT IT — 2026-09-03 | pagina: /it/contact | sezione: Contact.details | tipo: etichetta
Italiano attuale (repository prima del pass): ""Zona""
Testo conservato dopo revisione; nessuna riscrittura necessaria o informazione nuova introdotta.
Riga Notion esistente: https://app.notion.com/3cb7a757f8ff81b08cf3d58a3b326f41
Key presente anche in messages/en.json, messages/de.json e messages/fr.json. Nessuna traduzione propagata; celle lingua Notion preservate (vuote se assenti).","Needs review","false"
"Contact.details.addressValue","Contact.details.addressValue","Contact","Ranco, Lago Maggiore, Italia","","","","AUDIT IT — 2026-09-03 | pagina: /it/contact | sezione: Contact.details | tipo: testo
Italiano attuale (repository prima del pass): ""Ranco, Lago Maggiore, Italia""
Testo conservato dopo revisione; nessuna riscrittura necessaria o informazione nuova introdotta.
Riga Notion esistente: https://app.notion.com/3cb7a757f8ff8169984fec8dcf920eef
Key presente anche in messages/en.json, messages/de.json e messages/fr.json. Nessuna traduzione propagata; celle lingua Notion preservate (vuote se assenti).","Needs review","false"
"Contact.details.contactLabel","Contact.details.contactLabel","Contact","Richieste","","","","AUDIT IT — 2026-09-03 | pagina: /it/contact | sezione: Contact.details | tipo: etichetta
Italiano attuale (repository prima del pass): ""Richieste""
Testo conservato dopo revisione; nessuna riscrittura necessaria o informazione nuova introdotta.
Riga Notion esistente: https://app.notion.com/3cb7a757f8ff818eb223ef9be3ca199a
Key presente anche in messages/en.json, messages/de.json e messages/fr.json. Nessuna traduzione propagata; celle lingua Notion preservate (vuote se assenti).","Needs review","false"
"Contact.details.contactValue","Contact.details.contactValue","Contact","Contatti diretti da confermare","","","","AUDIT IT — 2026-09-03 | pagina: /it/contact | sezione: Contact.details | tipo: testo
Italiano attuale (repository prima del pass): ""Contatti diretti da confermare""
Testo conservato dopo revisione; nessuna riscrittura necessaria o informazione nuova introdotta.
Segnaposto esplicito: richiede dato approvato, non una riscrittura stilistica.
Riga Notion esistente: https://app.notion.com/3cb7a757f8ff819590dbc81c1be311e9
Key presente anche in messages/en.json, messages/de.json e messages/fr.json. Nessuna traduzione propagata; celle lingua Notion preservate (vuote se assenti).","Needs review","false"
"Contact.location.title","Contact.location.title","Contact","Posizione e mappa","","","","AUDIT IT — 2026-09-03 | pagina: /it/contact | sezione: Contact.location | tipo: titolo
Italiano attuale (repository prima del pass): ""Posizione e mappa""
Testo conservato dopo revisione; nessuna riscrittura necessaria o informazione nuova introdotta.
Verifica browser (font/layout originali): /it/contact 390px: 1 righe; /it/contact 834px: 1 righe; /it/contact 1024px: 1 righe; /it/contact 1366px: 1 righe; /it/contact 1440px: 1 righe; /it/contact 1680px: 1 righe; /it/contact 1920px: 1 righe; /it/contact 2560px: 1 righe.
Riga Notion esistente: https://app.notion.com/3cb7a757f8ff81a1b311f1a5268947b4
Key presente anche in messages/en.json, messages/de.json e messages/fr.json. Nessuna traduzione propagata; celle lingua Notion preservate (vuote se assenti).","Needs review","false"
"Contact.location.body","Contact.location.body","Contact","Usa Google Maps per il contesto pubblico attuale. Questa struttura non richiede un'API cartografica.","","","","AUDIT IT — 2026-09-03 | pagina: /it/contact | sezione: Contact.location | tipo: testo
Italiano attuale (repository prima del pass): ""Usa Google Maps per il contesto pubblico attuale. Questa struttura non richiede un'API cartografica.""
Testo conservato dopo revisione; nessuna riscrittura necessaria o informazione nuova introdotta.
Copy tecnico sull’API non adatto al visitatore. Proposta per Manu: «Consulta la mappa per orientarti a Ranco e organizzare il tuo arrivo». Non applicata in questo pass sui titoli.
Riga Notion esistente: https://app.notion.com/3cb7a757f8ff816f81eeea468b6feb1f
Key presente anche in messages/en.json, messages/de.json e messages/fr.json. Nessuna traduzione propagata; celle lingua Notion preservate (vuote se assenti).","Needs review","false"
"Contact.location.mapsLink","Contact.location.mapsLink","Contact","Apri in Google Maps","","","","AUDIT IT — 2026-09-03 | pagina: /it/contact | sezione: Contact.location | tipo: CTA
Italiano attuale (repository prima del pass): ""Apri in Google Maps""
Testo conservato dopo revisione; nessuna riscrittura necessaria o informazione nuova introdotta.
Riga Notion esistente: https://app.notion.com/3cb7a757f8ff81e5ba8fdb516dd85f86
Key presente anche in messages/en.json, messages/de.json e messages/fr.json. Nessuna traduzione propagata; celle lingua Notion preservate (vuote se assenti).","Needs review","false"
"Contact.location.arrivalTitle","Contact.location.arrivalTitle","Contact","Arrivo","","","","AUDIT IT — 2026-09-03 | pagina: /it/contact | sezione: Contact.location | tipo: etichetta
Italiano attuale (repository prima del pass): ""Arrivo""
Testo conservato dopo revisione; nessuna riscrittura necessaria o informazione nuova introdotta.
Verifica browser (font/layout originali): /it/contact 390px: 1 righe; /it/contact 834px: 1 righe; /it/contact 1024px: 1 righe; /it/contact 1366px: 1 righe; /it/contact 1440px: 1 righe; /it/contact 1680px: 1 righe; /it/contact 1920px: 1 righe; /it/contact 2560px: 1 righe.
Riga Notion esistente: https://app.notion.com/3cb7a757f8ff81b096e0d2849cc5e758
Key presente anche in messages/en.json, messages/de.json e messages/fr.json. Nessuna traduzione propagata; celle lingua Notion preservate (vuote se assenti).","Needs review","false"
"Contact.location.arrivalBody","Contact.location.arrivalBody","Contact","Indirizzo esatto, accesso e istruzioni di check-in saranno condivisi direttamente quando il soggiorno sarà confermato.","","","","AUDIT IT — 2026-09-03 | pagina: /it/contact | sezione: Contact.location | tipo: etichetta
Italiano attuale (repository prima del pass): ""Indirizzo esatto, accesso e istruzioni di check-in saranno condivisi direttamente quando il soggiorno sarà confermato.""
Testo conservato dopo revisione; nessuna riscrittura necessaria o informazione nuova introdotta.
Riga Notion esistente: https://app.notion.com/3cb7a757f8ff81dea3a4f8adebcf4689
Key presente anche in messages/en.json, messages/de.json e messages/fr.json. Nessuna traduzione propagata; celle lingua Notion preservate (vuote se assenti).","Needs review","false"
"Contact.location.imageAlt","Contact.location.imageAlt","Contact","Mappa del Lago Maggiore e della regione di confine circostante tra Italia e Svizzera","","","","AUDIT IT — 2026-09-03 | pagina: /it/contact | sezione: Contact.location | tipo: testo alternativo
Italiano attuale (repository prima del pass): ""Mappa del Lago Maggiore e della regione di confine circostante tra Italia e Svizzera""
Testo conservato dopo revisione; nessuna riscrittura necessaria o informazione nuova introdotta.
Verificare uso residuo: la mappa attuale è un iframe con titolo accessibile, non l’immagine originaria. Chiave mantenuta per compatibilità.
Riga Notion esistente: https://app.notion.com/3cb7a757f8ff8167b5a0f3bdd21f44a3
Key presente anche in messages/en.json, messages/de.json e messages/fr.json. Nessuna traduzione propagata; celle lingua Notion preservate (vuote se assenti).","Needs review","false"
"Availability.title","Availability.title","Contact","Disponibilità","","","","AUDIT IT — 2026-09-03 | pagina: /it/contact | sezione: Availability | tipo: titolo
Italiano attuale (repository prima del pass): ""Disponibilità""
Testo conservato dopo revisione; nessuna riscrittura necessaria o informazione nuova introdotta.
Verifica browser (font/layout originali): /it/contact 390px: 1 righe; /it/contact 834px: 1 righe; /it/contact 1024px: 1 righe; /it/contact 1366px: 1 righe; /it/contact 1440px: 1 righe; /it/contact 1680px: 1 righe; /it/contact 1920px: 1 righe; /it/contact 2560px: 1 righe.
Namespace Availability associato alla sezione Notion Contact già esistente; nessuna nuova opzione Select richiesta.
NUOVA CHIAVE rispetto alle 189 righe Notion ispezionate: creare solo dopo controllo Key.
Key presente anche in messages/en.json, messages/de.json e messages/fr.json. Nessuna traduzione propagata; celle lingua Notion preservate (vuote se assenti).","Needs review","false"
